file,tag,new_requiredMemes,indicators_matched,notes
backend/src/rps/domain/social/from-gpt/actions-by-need/freedom.ts,FreedomActionTag.CHART_NEW_ROUTE,comm.language.written,R3:text:CHART,
backend/src/rps/domain/social/from-gpt/actions-by-need/freedom.ts,FreedomActionTag.ASSERT_RIGHT_TO_SILENCE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/health.ts,HealthActionTag.HEAL_SELF,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/health.ts,HealthActionTag.HEAL_OTHER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/health.ts,HealthActionTag.APPLY_BANDAGE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/health.ts,HealthActionTag.CLEAN_WOUND,health.sanitation_norms|health.waste_handling,R1:text:CLEAN,
backend/src/rps/domain/social/from-gpt/actions-by-need/health.ts,HealthActionTag.APPLY_HERBAL_REMEDY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/health.ts,HealthActionTag.DRINK_MEDICINE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/health.ts,HealthActionTag.REST_FOR_RECOVERY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/health.ts,HealthActionTag.SEEK_HEALER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/health.ts,HealthActionTag.PRAY_FOR_HEALTH,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/health.ts,HealthActionTag.PERFORM_RITUAL_HEALING,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/health.ts,HealthActionTag.CLEAN_BODY,health.sanitation_norms|health.waste_handling,R1:text:CLEAN,
backend/src/rps/domain/social/from-gpt/actions-by-need/health.ts,HealthActionTag.EAT_HEALTHY_MEAL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/health.ts,HealthActionTag.ISOLATE_SELF,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/health.ts,HealthActionTag.MASSAGE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/health.ts,HealthActionTag.CHECK_HEALTH,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/health.ts,HealthActionTag.MAKE_MEDICINE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/honor.ts,HonorActionTag.KEEP_WORD,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/honor.ts,HonorActionTag.RETURN_FOUND_PROPERTY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/honor.ts,HonorActionTag.DECLINE_UNFAIR_ADVANTAGE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/honor.ts,HonorActionTag.STAND_WITNESS_TRUTH,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R3:location:hall|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/honor.ts,HonorActionTag.ACCEPT_DUEL_FORMAL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/honor.ts,HonorActionTag.ISSUE_FORMAL_APOLOGY,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R3:location:hall|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/honor.ts,HonorActionTag.DEFEND_WEAK,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/honor.ts,HonorActionTag.UPHOLD_OATH_GUILD,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/honor.ts,HonorActionTag.PAY_DEBT_PROMPTLY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/honor.ts,HonorActionTag.REFUSE_BRIBE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/honor.ts,HonorActionTag.PUBLIC_CODE_DECLARATION,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R1:text:POSTED|R3:location:hall|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/honor.ts,HonorActionTag.HONOR_FAIR_CONTRACT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/honor.ts,HonorActionTag.RETURN_LOOT_TO_RIGHTFUL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/honor.ts,HonorActionTag.SHARE_CREDIT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/honor.ts,HonorActionTag.ACCEPT_JUST_PENALTY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/honor.ts,HonorActionTag.MEDIATE_WITHOUT_FAVOR,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/hope.ts,HopeActionTag.DAWN_TORCH_RUN,culture.vigil_ritual|cog.timekeeping.basic,R2:location:gate,
backend/src/rps/domain/social/from-gpt/actions-by-need/hope.ts,HopeActionTag.FOUNDATION_STONE_RITUAL,comm.language.written|record.ledgerkeeping|econ.pooling_common_fund,R3:location:hall|R4:trade:ribbon,
backend/src/rps/domain/social/from-gpt/actions-by-need/hope.ts,HopeActionTag.FUTURE_MURAL_PAINT,health.sanitation_norms|health.waste_handling|tech.tool.use_basic|comm.language.written,R1:location:square|R1:trade:lime|R3:location:square|R6:trade:pigments,
backend/src/rps/domain/social/from-gpt/actions-by-need/hope.ts,HopeActionTag.SEED_SHARE_FAIR,health.sanitation_norms|health.waste_handling,R1:location:yard,
backend/src/rps/domain/social/from-gpt/actions-by-need/hope.ts,HopeActionTag.APPRENTICE_DAY,comm.language.written|org.duty_roster|org.workshop_practice,R3:location:hall|R3:text:ROSTER|R6:location:workshop|R6:location:guild_hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/hope.ts,HopeActionTag.GOOD_NEWS_CRIER,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R1:location:streets|R1:text:POSTED|R3:location:square|R3:trade:parchment|R6:trade:parchment,
backend/src/rps/domain/social/from-gpt/actions-by-need/hope.ts,HopeActionTag.LIGHTS_FESTIVAL,health.sanitation_norms|health.waste_handling|culture.vigil_ritual|cog.timekeeping.basic|comm.language.written,R1:location:square|R2:location:temple|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/hope.ts,HopeActionTag.GREEN_PATCH_START,health.sanitation_norms|health.waste_handling|tech.tool.use_basic|comm.language.written,R1:location:commons|R1:trade:tools|R6:trade:tools|R6:trade:TOOLS,
backend/src/rps/domain/social/from-gpt/actions-by-need/hope.ts,HopeActionTag.SCOUTS_NEW_HORIZONS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/hope.ts,HopeActionTag.SANCTUARY_VIGIL,culture.vigil_ritual|cog.timekeeping.basic,R2:text:VIGIL|R2:location:memorial|R2:location:temple,
backend/src/rps/domain/social/from-gpt/actions-by-need/hope.ts,HopeActionTag.PUBLIC_GOAL_TRACKER,comm.language.written,R3:text:BOARD|R3:location:hall|R3:location:notice_board|R3:location:board|R3:trade:board_or_tablet|R3:trade:chalk|R6:trade:chalk|R6:trade:board_or_tablet,
backend/src/rps/domain/social/from-gpt/actions-by-need/hope.ts,HopeActionTag.REPAIR_BLITZ,health.sanitation_norms|health.waste_handling,R1:location:streets,
backend/src/rps/domain/social/from-gpt/actions-by-need/hope.ts,HopeActionTag.STORY_CIRCLE_HEROES,culture.vigil_ritual|cog.timekeeping.basic|heat.space.hearth|comm.language.written|record.ledgerkeeping,R2:location:fire_pit|R3:location:hall|R3:text:LEDGER|R5:location:fire_pit,
backend/src/rps/domain/social/from-gpt/actions-by-need/hope.ts,HopeActionTag.MARKET_STARTER_KITS,record.ledgerkeeping|econ.pooling_common_fund|econ.deposit_contract|comm.language.written,R4:trade:tokens|R4:text:MICROGRANT|R4:text:POSTED,
backend/src/rps/domain/social/from-gpt/actions-by-need/hope.ts,HopeActionTag.HEALERS_ROUND,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/hope.ts,HopeActionTag.HOPE_CHEST_PLEDGE,culture.vigil_ritual|cog.timekeeping.basic|comm.language.written|record.ledgerkeeping|econ.pooling_common_fund|econ.deposit_contract,R2:location:temple|R3:location:hall|R3:text:LEDGER|R3:text:TOKENS|R4:text:POOL|R4:text:PLEDGE|R4:trade:tokens|R4:text:PLEDGE|R4:text:POSTED,
backend/src/rps/domain/social/from-gpt/actions-by-need/hygiene.ts,HygieneActionTag.WASH_HANDS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/hygiene.ts,HygieneActionTag.BATHE_IN_RIVER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/hygiene.ts,HygieneActionTag.TAKE_BATH,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/hygiene.ts,HygieneActionTag.CLEAN_BODY_WITH_ASH,health.sanitation_norms|health.waste_handling,R1:text:CLEAN,
backend/src/rps/domain/social/from-gpt/actions-by-need/hygiene.ts,HygieneActionTag.CLEAN_CLOTHES,health.sanitation_norms|health.waste_handling,R1:text:CLEAN,
backend/src/rps/domain/social/from-gpt/actions-by-need/hygiene.ts,HygieneActionTag.APPLY_SCENT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/hygiene.ts,HygieneActionTag.CLEAN_HOME,health.sanitation_norms|health.waste_handling,R1:text:CLEAN,
backend/src/rps/domain/social/from-gpt/actions-by-need/hygiene.ts,HygieneActionTag.DISPOSE_WASTE,health.sanitation_norms|health.waste_handling,R1:text:WASTE,
backend/src/rps/domain/social/from-gpt/actions-by-need/hygiene.ts,HygieneActionTag.CLEAN_WOUNDS,health.sanitation_norms|health.waste_handling,R1:text:CLEAN,
backend/src/rps/domain/social/from-gpt/actions-by-need/hygiene.ts,HygieneActionTag.RITUAL_CLEANSING,culture.vigil_ritual|cog.timekeeping.basic,R2:location:temple,
backend/src/rps/domain/social/from-gpt/actions-by-need/identity.ts,IdentityActionTag.DECLARE_CLAN_AFFILIATION,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R3:location:hall|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/identity.ts,IdentityActionTag.WEAR_HERALDIC_MARKS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/identity.ts,IdentityActionTag.GENEALOGY_RECITAL,culture.vigil_ritual|cog.timekeeping.basic|heat.space.hearth|comm.language.written,R2:location:hearth|R2:location:temple|R3:location:hall|R5:location:hearth,
backend/src/rps/domain/social/from-gpt/actions-by-need/identity.ts,IdentityActionTag.RITE_OF_NAMING_OR_RENAMING,culture.vigil_ritual|cog.timekeeping.basic|comm.language.written,R2:location:temple|R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/identity.ts,IdentityActionTag.PERSONAL_CREST_DESIGN,comm.language.written|record.ledgerkeeping,R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink|R6:text:REGISTER,
backend/src/rps/domain/social/from-gpt/actions-by-need/identity.ts,IdentityActionTag.LINEAGE_MARK_TATTOO,comm.language.written|cog.number_concept,R3:trade:ink|R3:text:MARK|R6:text:MARK|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/identity.ts,IdentityActionTag.SIGNATURE_STYLE_CRAFT,heat.industrial|fire.control|comm.language.written,R5:location:forge|R5:text:FORGE|R6:text:MARK,
backend/src/rps/domain/social/from-gpt/actions-by-need/identity.ts,,culture.vigil_ritual|cog.timekeeping.basic|comm.language.written,R2:location:temple|R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/identity.ts,IdentityActionTag.MENTOR_LINE_ACKNOWLEDGE,comm.language.written|org.workshop_practice,R3:location:hall|R6:location:workshop|R6:location:guild_hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/identity.ts,IdentityActionTag.PILGRIMAGE_TO_ORIGIN_SITE,comm.language.written|cog.number_concept,R3:location:hall|R3:text:MARK|R6:text:MARK,
backend/src/rps/domain/social/from-gpt/actions-by-need/identity.ts,IdentityActionTag.CLAN_SERVICE_DAY,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:commons|R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/identity.ts,IdentityActionTag.DIALECT_OR_SONG_KEEP,culture.vigil_ritual|cog.timekeeping.basic|heat.space.hearth|comm.language.written,R2:location:hearth|R3:location:hall|R5:location:hearth,
backend/src/rps/domain/social/from-gpt/actions-by-need/identity.ts,IdentityActionTag.TOTEM_OBJECT_CONSECRATE,culture.vigil_ritual|cog.timekeeping.basic|heat.space.hearth|record.ledgerkeeping|econ.pooling_common_fund,R2:location:hearth|R4:trade:ribbon|R5:location:hearth,
backend/src/rps/domain/social/from-gpt/actions-by-need/identity.ts,IdentityActionTag.ROLE_MASTERY_BADGE,health.sanitation_norms|health.waste_handling|comm.language.written|org.workshop_practice,R1:location:yard|R3:location:hall|R6:location:guild_hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/identity.ts,IdentityActionTag.PERSONAL_CHRONICLE_ENTRY,comm.language.written,R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/identity.ts,IdentityActionTag.BOUNDARY_STATEMENT,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:yard|R1:text:POSTED|R1:text:BOUNDARY|R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/innovation-rep.ts,InnovationRepActionTag.PROTOTYPE_BENCH_SETUP,heat.industrial|fire.control,R5:location:forge|R5:text:FORGE,
backend/src/rps/domain/social/from-gpt/actions-by-need/innovation-rep.ts,InnovationRepActionTag.CONTROLLED_TRIAL_RUN,health.sanitation_norms|health.waste_handling,R1:location:yard,
backend/src/rps/domain/social/from-gpt/actions-by-need/innovation-rep.ts,InnovationRepActionTag.GUILD_COLLOQUIUM,comm.language.written|org.workshop_practice,R3:location:hall|R6:location:guild_hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/innovation-rep.ts,InnovationRepActionTag.FIELD_DEMONSTRATION,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/innovation-rep.ts,InnovationRepActionTag.IMPROVEMENT_KATA,heat.industrial|fire.control,R5:location:forge|R5:text:FORGE,
backend/src/rps/domain/social/from-gpt/actions-by-need/innovation-rep.ts,InnovationRepActionTag.SUGGESTION_CHEST,comm.language.written,R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/innovation-rep.ts,InnovationRepActionTag.INNOVATION_BOUNTY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/innovation-rep.ts,InnovationRepActionTag.CROSS_POLLINATION_VISIT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/innovation-rep.ts,InnovationRepActionTag.POSTMORTEM_SCROLL,comm.language.written,R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/innovation-rep.ts,InnovationRepActionTag.SANDBOX_EXPERIMENT_ZONE,health.sanitation_norms|health.waste_handling,R1:location:yard,
backend/src/rps/domain/social/from-gpt/actions-by-need/innovation-rep.ts,InnovationRepActionTag.STANDARDIZE_SUCCESS,comm.language.written|org.workshop_practice,R3:location:hall|R6:location:guild_hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/innovation-rep.ts,InnovationRepActionTag.SALVAGE_TO_TOOL_PROGRAM,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/innovation-rep.ts,InnovationRepActionTag.OPEN_WORKSHOP_DAY,heat.industrial|fire.control|comm.language.written|org.workshop_practice,R5:location:forge|R5:text:FORGE|R6:location:workshop,
backend/src/rps/domain/social/from-gpt/actions-by-need/innovation-rep.ts,InnovationRepActionTag.PATENT_SEAL_REGISTRY,comm.language.written|record.ledgerkeeping|econ.pooling_common_fund|org.workshop_practice,R3:location:hall|R3:trade:parchment|R4:trade:wax|R4:trade:parchment|R6:location:guild_hall|R6:trade:parchment,
backend/src/rps/domain/social/from-gpt/actions-by-need/innovation-rep.ts,InnovationRepActionTag.APPRENTICE_INNOVATOR_TRACK,comm.language.written|org.workshop_practice,R3:location:hall|R6:location:workshop|R6:location:guild_hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/innovation-rep.ts,InnovationRepActionTag.RISK_SHARE_CHARTER,comm.language.written,R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/inspiration.ts,InspirationActionTag.SEEK_MUSE_IN_NATURE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/inspiration.ts,InspirationActionTag.VISIT_MASTERWORKS,culture.vigil_ritual|cog.timekeeping.basic|comm.language.written,R2:location:temple|R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/inspiration.ts,InspirationActionTag.CREATIVE_JAM_SESSION,comm.language.written,R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/inspiration.ts,InspirationActionTag.RITUAL_OF_SPARK,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/inspiration.ts,InspirationActionTag.COLLECT_MOTIFS_FIELD,comm.language.written,R3:trade:parchment|R6:trade:parchment,
backend/src/rps/domain/social/from-gpt/actions-by-need/inspiration.ts,InspirationActionTag.DREAM_NOTEBOOK,record.ledgerkeeping|econ.pooling_common_fund,R4:trade:wax,
backend/src/rps/domain/social/from-gpt/actions-by-need/inspiration.ts,InspirationActionTag.CHANCE_CONSTRAINTS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/inspiration.ts,InspirationActionTag.CROSS_DISCIPLINE_EXPOSURE,heat.industrial|fire.control|comm.language.written|org.workshop_practice,R5:location:forge|R5:text:FORGE|R6:location:workshop,
backend/src/rps/domain/social/from-gpt/actions-by-need/inspiration.ts,InspirationActionTag.PROMPT_CARD_DRAW,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/inspiration.ts,InspirationActionTag.STORY_PROMPT_EXCHANGE,comm.language.written|record.ledgerkeeping|econ.pooling_common_fund,R3:trade:parchment|R3:trade:ink|R4:text:POOL|R4:trade:parchment|R4:trade:ink|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/inspiration.ts,InspirationActionTag.ONE_HOUR_PROTOTYPE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/inspiration.ts,InspirationActionTag.INSPIRATION_WALKABOUT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/inspiration.ts,InspirationActionTag.PATRON_BRIEF_SESSION,comm.language.written,R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/inspiration.ts,InspirationActionTag.FAILURE_GALLERY,comm.language.written,R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/inspiration.ts,InspirationActionTag.MENTOR_CRITIQUE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/inspiration.ts,InspirationActionTag.ARCHIVE_REFERENCE_BOARD,comm.language.written,R3:text:BOARD|R3:trade:parchment|R6:trade:parchment,
backend/src/rps/domain/social/from-gpt/actions-by-need/integrity.ts,IntegrityActionTag.TELL_TRUTH_UNDER_OATH,health.sanitation_norms|health.waste_handling|culture.vigil_ritual|cog.timekeeping.basic|comm.language.written,R1:location:square|R2:location:temple|R3:location:hall|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/integrity.ts,IntegrityActionTag.REFUSE_PLAGIARISM,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/integrity.ts,IntegrityActionTag.RETURN_OVERPAYMENT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/integrity.ts,IntegrityActionTag.CORRECT_RECORDS_ERROR,comm.language.written|record.ledgerkeeping,R3:trade:ink|R3:text:LEDGER|R6:trade:ink|R6:text:LEDGER,
backend/src/rps/domain/social/from-gpt/actions-by-need/integrity.ts,IntegrityActionTag.REPORT_CONFLICT_OF_INTEREST,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/integrity.ts,IntegrityActionTag.DECLARE_GIFTS_HOSPITALITY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/integrity.ts,IntegrityActionTag.KEEP_CONFIDENTIALITY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/integrity.ts,IntegrityActionTag.REFUSE_FALSE_TESTIMONY,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R3:location:hall|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/integrity.ts,IntegrityActionTag.HONOR_BOUNDARY_CONSENT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/integrity.ts,IntegrityActionTag.FAIR_WEIGHTS_MAINTAIN,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/integrity.ts,IntegrityActionTag.AVOID_NEPOTISM_IN_ASSIGNMENT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/integrity.ts,IntegrityActionTag.PROPER_ATTRIBUTION,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/integrity.ts,IntegrityActionTag.AUDIT_PERSONAL_ACCOUNTS,comm.language.written|record.ledgerkeeping|cog.number_concept,R3:text:TALLY|R3:text:LEDGER|R3:text:TALLY|R3:text:TALLY,
backend/src/rps/domain/social/from-gpt/actions-by-need/integrity.ts,IntegrityActionTag.RECUSE_FROM_DECISION,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/integrity.ts,IntegrityActionTag.ETHICAL_SOURCING,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/integrity.ts,IntegrityActionTag.CODE_OF_CONDUCT_REFRESH,comm.language.written|org.workshop_practice,R3:location:hall|R3:trade:parchment|R3:trade:ink|R6:location:workshop|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/joy.ts,JoyActionTag.PLAY_MUSIC_TOGETHER,culture.vigil_ritual|cog.timekeeping.basic|heat.space.hearth|comm.language.written,R2:location:hearth|R3:location:hall|R5:location:hearth,
backend/src/rps/domain/social/from-gpt/actions-by-need/joy.ts,JoyActionTag.DANCE_RING,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R3:location:hall|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/joy.ts,JoyActionTag.JOKE_STORY_SWAP,culture.vigil_ritual|cog.timekeeping.basic|heat.space.hearth,R2:location:hearth|R5:location:hearth,
backend/src/rps/domain/social/from-gpt/actions-by-need/joy.ts,JoyActionTag.SWEET_TREAT_SHARE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/joy.ts,JoyActionTag.PICNIC_OUTING,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/joy.ts,JoyActionTag.FIREWORK_SPARK_SHOW,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/joy.ts,JoyActionTag.CHILDREN_GAMES_HOST,health.sanitation_norms|health.waste_handling,R1:location:yard,
backend/src/rps/domain/social/from-gpt/actions-by-need/joy.ts,JoyActionTag.HOBBY_CRAFT_HOUR,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/joy.ts,JoyActionTag.PRAISE_WITH_LAUGHTER,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:yard|R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/joy.ts,JoyActionTag.SURPRISE_GIFT_TOKEN,record.ledgerkeeping|econ.pooling_common_fund,R4:trade:ribbon,
backend/src/rps/domain/social/from-gpt/actions-by-need/joy.ts,JoyActionTag.COMMUNITY_THEATRE,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R3:location:hall|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/joy.ts,JoyActionTag.FISHING_PLEASURE_TRIP,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/joy.ts,JoyActionTag.DRESS_UP_FEST_ATTIRE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/joy.ts,JoyActionTag.GARDEN_BLOSSOM_WALK,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/joy.ts,JoyActionTag.FRIENDSHIP_TOAST,health.sanitation_norms|health.waste_handling|culture.vigil_ritual|cog.timekeeping.basic|heat.space.hearth|comm.language.written,R1:location:square|R2:location:hearth|R3:location:square|R5:location:hearth,
backend/src/rps/domain/social/from-gpt/actions-by-need/joy.ts,JoyActionTag.FUN_COMPETITION_FAIR,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R1:location:yard|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/justice.ts,JusticeActionTag.ACCUSE_OFFENDER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/justice.ts,JusticeActionTag.GATHER_EVIDENCE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/justice.ts,JusticeActionTag.TESTIFY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/justice.ts,JusticeActionTag.DEMAND_RESTITUTION,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/justice.ts,JusticeActionTag.PAY_BLOOD_PRICE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/justice.ts,JusticeActionTag.PUBLIC_APOLOGY,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/justice.ts,JusticeActionTag.REPUTATION_RESTORATION,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/justice.ts,JusticeActionTag.NEGOTIATE_SETTLEMENT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/justice.ts,JusticeActionTag.MEDIATE_REPARATION,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/justice.ts,JusticeActionTag.SHUN_OFFENDER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/justice.ts,JusticeActionTag.CURSE_OFFENDER,culture.vigil_ritual|cog.timekeeping.basic,R2:location:temple,
backend/src/rps/domain/social/from-gpt/actions-by-need/justice.ts,JusticeActionTag.DUEL_OF_HONOR,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/justice.ts,JusticeActionTag.APPEAL_VERDICT,comm.language.written,R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/justice.ts,JusticeActionTag.REDEEM_OFFENDER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/justice.ts,JusticeActionTag.PLEDGE_NO_REVENGE,culture.vigil_ritual|cog.timekeeping.basic|record.ledgerkeeping|econ.pooling_common_fund|econ.deposit_contract,R2:location:temple|R4:text:PLEDGE|R4:text:PLEDGE,
backend/src/rps/domain/social/from-gpt/actions-by-need/justice.ts,JusticeActionTag.VOW_REVENGE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/knowledge.ts,KnowledgeActionTag.VISIT_LIBRARY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/knowledge.ts,KnowledgeActionTag.STUDY_SCROLL,comm.language.written|record.ledgerkeeping|cog.number_concept,R3:trade:ink|R3:text:MARKS|R3:text:MARKS|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/knowledge.ts,KnowledgeActionTag.COPY_MANUSCRIPT,comm.language.written|record.ledgerkeeping,R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink|R6:text:RECORD,
